A,B,C,D,E,F,G,H,I
96,96,164,71,1.1981,25.057,-5.5532,-26.831,0
97,97,164,71,1.1981,25.472,-4.116,-26.601,0
98,98,164,71,1.1981,25.86,-2.112,-25.935,0
99,99,164,71,1.1981,26.22,0.32405,-25.179,0
100,100,164,71,1.1981,26.442,2.659,-25.281,0
0,0,164,71,0.76715,27.605,3.2776,-24.592,11.193
1,1,164,71,0.76715,26.577,3.3297,-26.833,148.1
2,2,164,71,0.76715,25.443,2.0891,-30.663,247.01
3,3,164,71,0.76715,24.798,2.0961,-32.524,293.77
4,4,164,71,0.76715,24.798,4.2293,-31.738,304.01
5,5,164,71,0.76715,24.908,6.4949,-30.716,304.7
6,6,164,71,0.76715,24.656,7.6235,-30.517,316.7
7,7,164,71,0.76715,24.072,8.1849,-30.063,347.66
8,8,164,71,0.76715,23.292,8.7724,-28.779,394.48
9,9,164,71,0.76715,22.447,9.426,-27.234,449.53
10,10,164,71,0.76715,21.651,10.086,-25.797,505.47
11,11,164,71,0.76715,20.819,10.717,-24.473,557.07
12,12,164,71,0.76715,19.935,11.237,-23.367,601.22
13,13,164,71,0.76715,19.166,11.602,-22.534,636.69
14,14,164,71,0.76715,18.455,11.866,-21.706,663.99
15,15,164,71,0.76715,17.697,12.147,-20.608,684.77
16,16,164,71,0.76715,16.989,12.471,-19.317,700.37
17,17,164,71,0.76715,16.239,12.616,-18.173,710.64
18,18,164,71,0.76715,15.24,12.367,-17.448,714.03
19,19,164,71,0.76715,13.994,11.857,-16.915,709.15
20,20,164,71,0.76715,12.65,11.369,-16.219,696.48
21,21,164,71,0.76715,11.363,10.948,-15.471,678.89
22,22,164,71,0.76715,10.2,10.513,-14.857,660.56
23,23,164,71,0.76715,9.115,10.062,-14.389,645.41
24,24,164,71,0.76715,8.0872,9.5276,-14.018,635.83
25,25,164,71,0.76715,7.1724,8.9588,-13.61,632.2
26,26,164,71,0.76715,6.3101,8.6647,-13.058,633.33
27,27,164,71,0.76715,5.3499,8.5468,-12.557,637.48
28,28,164,71,0.76715,4.3194,8.223,-12.281,643.23
29,29,164,71,0.76715,3.362,7.7052,-12.064,649.71
30,30,164,71,0.76715,2.4851,7.0809,-11.801,656.24
31,31,164,71,0.76715,1.597,6.4175,-11.494,661.97
32,32,164,71,0.76715,0.70192,5.9191,-11.222,666.02
33,33,164,71,0.76715,-0.15595,5.5591,-11.139,667.86
34,34,164,71,0.76715,-1.0141,5.1956,-11.101,667.73
35,35,164,71,0.76715,-1.9241,4.8318,-10.84,666.47
36,36,164,71,0.76715,-2.8766,4.4608,-10.503,665.12
37,37,164,71,0.76715,-3.8107,4.078,-10.435,664.55
38,38,164,71,0.76715,-4.6248,3.8645,-10.549,665.31
39,39,164,71,0.76715,-5.2555,4.0246,-10.502,667.69
40,40,164,71,0.76715,-5.7939,4.404,-10.285,671.64
41,41,164,71,0.76715,-6.3736,4.6567,-10.176,676.74
42,42,164,71,0.76715,-6.9641,4.7454,-10.282,682.23
43,43,164,71,0.76715,-7.4946,4.8909,-10.422,687.2
44,44,164,71,0.76715,-7.9935,5.1858,-10.515,690.92
45,45,164,71,0.76715,-8.5054,5.5331,-10.713,693.03
46,46,164,71,0.76715,-9.077,5.8436,-11.079,693.53
47,47,164,71,0.76715,-9.685,6.1472,-11.564,692.44
48,48,164,71,0.76715,-10.228,6.5492,-12.144,689.35
49,49,164,71,0.76715,-10.839,6.9318,-12.835,683.28
50,50,164,71,0.76715,-11.741,7.0881,-13.694,672.74
51,51,164,71,0.76715,-12.61,7.3451,-14.759,655.98
52,52,164,71,0.76715,-13.08,8.0427,-15.974,631.04
53,53,164,71,0.76715,-13.313,9.0027,-17.3,595.66
54,54,164,71,0.76715,-13.508,10.1,-18.909,547.35
55,55,164,71,0.76715,-13.654,11.465,-21.018,483.94
56,56,164,71,0.76715,-13.626,13.311,-23.677,405.29
57,57,164,71,0.76715,-13.246,15.657,-27.066,315.44
58,58,164,71,0.76715,-12.457,18.267,-31.488,223.51
59,59,164,71,0.76715,-11.301,21.295,-36.54,141.64
60,60,164,71,0.76715,-9.7603,25.084,-41.088,80.123
61,61,164,71,0.76715,-7.7406,29.311,-44.535,0
62,62,164,71,0.76715,-5.2568,33.664,-47.313,0
63,63,164,71,0.76715,-2.6438,38.044,-49.97,0
64,64,164,71,0.76715,-0.26631,41.849,-52.569,0
65,65,164,71,0.76715,1.8647,44.83,-54.477,0
66,66,164,71,0.76715,3.9021,47.569,-54.16,0
67,67,164,71,0.76715,5.8447,50.151,-50.894,0
68,68,164,71,0.76715,7.6457,52.097,-46.229,0
69,69,164,71,0.76715,9.3186,53.317,-42.112,0
70,70,164,71,0.76715,10.91,53.996,-39.064,0
71,71,164,71,0.76715,12.436,54.175,-36.577,0
72,72,164,71,0.76715,13.884,53.968,-33.821,0
73,73,164,71,0.76715,15.3,53.488,-31.092,0
74,74,164,71,0.76715,16.706,52.577,-29.309,0
75,75,164,71,0.76715,18.041,51.161,-28.107,0
76,76,164,71,0.76715,19.281,49.475,-26.697,0
77,77,164,71,0.76715,20.481,47.654,-25.325,0
78,78,164,71,0.76715,21.649,45.609,-24.436,0
79,79,164,71,0.76715,22.727,43.313,-23.879,0
80,80,164,71,0.76715,23.699,40.833,-23.476,0
81,81,164,71,0.76715,24.576,38.134,-23.337,0
82,82,164,71,0.76715,25.291,35.161,-23.491,0
83,83,164,71,0.76715,25.795,31.984,-23.696,0
84,84,164,71,0.76715,26.116,28.613,-23.937,0
85,85,164,71,0.76715,26.306,24.949,-24.348,0
86,86,164,71,0.76715,26.403,21.084,-24.743,0
87,87,164,71,0.76715,26.388,17.162,-25.068,0
88,88,164,71,0.76715,26.229,13.094,-25.637,0
89,89,164,71,0.76715,25.963,9.0077,-26.196,0
90,90,164,71,0.76715,25.669,5.1938,-26.336,0
91,91,164,71,0.76715,25.411,1.7112,-26.358,0
92,92,164,71,0.76715,25.191,-1.3125,-26.473,0
93,93,164,71,0.76715,24.987,-3.7578,-26.837,0
94,94,164,71,0.76715,24.853,-5.5926,-27.46,0
95,95,164,71,0.76715,24.845,-6.6003,-27.923,0
96,96,164,71,0.76715,24.881,-6.7353,-28.065,0
97,97,164,71,0.76715,24.822,-6.2996,-27.925,0
98,98,164,71,0.76715,24.614,-5.3928,-27.21,0
99,99,164,71,0.76715,24.22,-4.1496,-26.585,0
100,100,164,71,0.76715,23.497,-3.7062,-28.018,0
0,0,158,58,1.2766,30.383,2.3379,-21.526,135.06
1,1,158,58,1.2766,30.097,3.0246,-22.663,194.5
2,2,158,58,1.2766,29.755,3.0599,-24.474,255.63
3,3,158,58,1.2766,29.399,3.0661,-26.152,313.81
4,4,158,58,1.2766,29.033,3.6001,-27.135,366.95
5,5,158,58,1.2766,28.593,4.6372,-27.478,415.08
6,6,158,58,1.2766,27.951,5.698,-27.493,459.08
7,7,158,58,1.2766,27.02,6.4095,-27.294,499.45
8,8,158,58,1.2766,25.863,6.7882,-26.776,535.76
9,9,158,58,1.2766,24.672,7.0791,-25.866,566.69
10,10,158,58,1.2766,23.637,7.4909,-24.663,590.67
11,11,158,58,1.2766,22.785,8.0179,-23.365,606.5
12,12,158,58,1.2766,21.966,8.4469,-22.156,613.78
13,13,158,58,1.2766,20.98,8.5103,-21.185,612.99
14,14,158,58,1.2766,19.752,8.0903,-20.527,605.27
15,15,158,58,1.2766,18.379,7.2879,-20.121,591.97
16,16,158,58,1.2766,17.013,6.3161,-19.802,574.34
17,17,158,58,1.2766,15.692,5.3593,-19.429,553.34
18,18,158,58,1.2766,14.331,4.5083,-18.98,529.84
19,19,158,58,1.2766,12.873,3.7764,-18.519,504.9
20,20,158,58,1.2766,11.382,3.1755,-18.062,480.08
21,21,158,58,1.2766,9.9447,2.7699,-17.505,457.35
22,22,158,58,1.2766,8.5834,2.5608,-16.742,438.87
23,23,158,58,1.2766,7.2625,2.3655,-15.877,426.38
24,24,158,58,1.2766,5.9486,1.9329,-15.16,420.67
25,25,158,58,1.2766,4.6421,1.2004,-14.694,421.36
26,26,158,58,1.2766,3.3696,0.34823,-14.335,426.95
27,27,158,58,1.2766,2.1549,-0.43217,-13.926,435.31
28,28,158,58,1.2766,0.9956,-1.1408,-13.49,444.32
29,29,158,58,1.2766,-0.13334,-1.8545,-13.121,452.51
30,30,158,58,1.2766,-1.2617,-2.4919,-12.741,459.38
31,31,158,58,1.2766,-2.4279,-2.896,-12.151,465.43
32,32,158,58,1.2766,-3.6707,-3.1077,-11.351,471.84
33,33,158,58,1.2766,-4.9915,-3.3932,-10.637,480.04
34,34,158,58,1.2766,-6.3291,-3.9321,-10.3,491.25
35,35,158,58,1.2766,-7.5817,-4.5527,-10.312,506.19
36,36,158,58,1.2766,-8.6589,-4.849,-10.345,524.86
37,37,158,58,1.2766,-9.5188,-4.5716,-10.078,546.55
38,38,158,58,1.2766,-10.201,-3.9206,-9.587,569.94
39,39,158,58,1.2766,-10.81,-3.2853,-9.2286,593.3
40,40,158,58,1.2766,-11.446,-2.7974,-9.1867,614.77
41,41,158,58,1.2766,-12.121,-2.2973,-9.3691,632.65
42,42,158,58,1.2766,-12.782,-1.6482,-9.6447,645.72
43,43,158,58,1.2766,-13.394,-0.89828,-10.039,653.42
44,44,158,58,1.2766,-13.959,-0.16059,-10.673,655.8
45,45,158,58,1.2766,-14.463,0.54038,-11.622,653.28
46,46,158,58,1.2766,-14.848,1.2979,-12.837,646.26
47,47,158,58,1.2766,-15.104,2.2209,-14.16,634.65
48,48,158,58,1.2766,-15.332,3.2963,-15.492,617.47
49,49,158,58,1.2766,-15.653,4.4066,-16.903,592.84
50,50,158,58,1.2766,-16.043,5.483,-18.547,558.29
51,51,158,58,1.2766,-16.305,6.6182,-20.505,511.66
52,52,158,58,1.2766,-16.236,8.0108,-22.756,452.27
53,53,158,58,1.2766,-15.8,9.8165,-25.285,382.08
54,54,158,58,1.2766,-15.129,12.073,-28.209,306.14
55,55,158,58,1.2766,-14.365,14.748,-31.754,232.04
56,56,158,58,1.2766,-13.535,17.787,-35.968,167.99
57,57,158,58,1.2766,-12.563,21.136,-40.364,120.28
58,58,158,58,1.2766,-11.344,24.79,-44.028,91.03
59,59,158,58,1.2766,-9.7946,28.777,-46.282,77.478
60,60,158,58,1.2766,-7.8939,33.042,-47.218,73.528
61,61,158,58,1.2766,-5.7151,37.353,-47.374,0
62,62,158,58,1.2766,-3.414,41.365,-47.001,0
63,63,158,58,1.2766,-1.1543,44.799,-45.863,0
64,64,158,58,1.2766,1.0133,47.577,-43.759,0
65,65,158,58,1.2766,3.1684,49.781,-41.012,0
66,66,158,58,1.2766,5.3572,51.487,-38.217,0
67,67,158,58,1.2766,7.5036,52.733,-35.532,0
68,68,158,58,1.2766,9.5148,53.626,-32.562,0
69,69,158,58,1.2766,11.4,54.301,-29.082,0
70,70,158,58,1.2766,13.23,54.737,-25.586,0
71,71,158,58,1.2766,15.022,54.743,-22.792,0
72,72,158,58,1.2766,16.723,54.194,-20.918,0
73,73,158,58,1.2766,18.317,53.191,-19.611,0
74,74,158,58,1.2766,19.867,51.951,-18.411,0
75,75,158,58,1.2766,21.431,50.562,-17.192,0
76,76,158,58,1.2766,22.982,48.948,-16.099,0
77,77,158,58,1.2766,24.445,47.02,-15.297,0
78,78,158,58,1.2766,25.762,44.751,-14.838,0
79,79,158,58,1.2766,26.921,42.142,-14.672,0
80,80,158,58,1.2766,27.906,39.175,-14.718,0
81,81,158,58,1.2766,28.667,35.841,-14.955,0
82,82,158,58,1.2766,29.159,32.205,-15.443,0
83,83,158,58,1.2766,29.404,28.428,-16.184,0
84,84,158,58,1.2766,29.498,24.675,-17.033,0
85,85,158,58,1.2766,29.517,20.975,-17.845,0
86,86,158,58,1.2766,29.472,17.241,-18.602,0
87,87,158,58,1.2766,29.345,13.46,-19.348,0
88,88,158,58,1.2766,29.152,9.795,-20.017,0
89,89,158,58,1.2766,28.95,6.4668,-20.484,0
90,90,158,58,1.2766,28.796,3.5774,-20.766,0
91,91,158,58,1.2766,28.731,1.1187,-21.003,0
92,92,158,58,1.2766,28.802,-0.89409,-21.261,0
93,93,158,58,1.2766,29.034,-2.4141,-21.46,0
94,94,158,58,1.2766,29.381,-3.4386,-21.532,0
95,95,158,58,1.2766,29.721,-4.0734,-21.511,0
96,96,158,58,1.2766,29.951,-4.4213,-21.435,0
97,97,158,58,1.2766,30.047,-4.4287,-21.18,0
98,98,158,58,1.2766,30.03,-3.9287,-20.604,0
99,99,158,58,1.2766,29.898,-2.9006,-19.952,0
100,100,158,58,1.2766,29.633,-1.6659,-19.929,0
0,0,158,58,1.0244,28.219,3.4552,-20.687,54.265
1,1,158,58,1.0244,27.425,3.3579,-22.037,113.4
2,2,158,58,1.0244,26.696,2.8463,-23.789,165.98
3,3,158,58,1.0244,26.195,2.5042,-25.043,205.95
4,4,158,58,1.0244,25.849,2.8536,-25.649,233.86
5,5,158,58,1.0244,25.433,3.7395,-26.043,254.85
6,6,158,58,1.0244,24.75,4.57,-26.375,275.23
7,7,158,58,1.0244,23.813,5.0093,-26.47,299.77
8,8,158,58,1.0244,22.728,5.0917,-26.233,330.56
9,9,158,58,1.0244,21.565,4.9697,-25.787,367.07
10,10,158,58,1.0244,20.333,4.738,-25.205,406.98
11,11,158,58,1.0244,19.103,4.5187,-24.497,447.22
12,12,158,58,1.0244,17.984,4.3899,-23.7,484.8
13,13,158,58,1.0244,17.068,4.308,-22.894,517.34
14,14,158,58,1.0244,16.35,4.166,-22.169,543.19
15,15,158,58,1.0244,15.739,3.9166,-21.547,561.43
16,16,158,58,1.0244,15.072,3.6182,-20.934,571.7
17,17,158,58,1.0244,14.253,3.3367,-20.221,574.16
18,18,158,58,1.0244,13.279,3.046,-19.448,569.52
19,19,158,58,1.0244,12.201,2.6488,-18.786,559.06
20,20,158,58,1.0244,11.071,2.0849,-18.361,544.61
21,21,158,58,1.0244,9.9377,1.4405,-18.105,528.33
22,22,158,58,1.0244,8.7983,0.83953,-17.868,512.39
23,23,158,58,1.0244,7.646,0.34293,-17.563,498.65
24,24,158,58,1.0244,6.5191,-0.073677,-17.214,488.37
25,25,158,58,1.0244,5.4569,-0.45626,-16.843,482.08
26,26,158,58,1.0244,4.4578,-0.80566,-16.398,479.6
27,27,158,58,1.0244,3.5264,-1.0709,-15.826,480.2
28,28,158,58,1.0244,2.6629,-1.2519,-15.193,482.86
29,29,158,58,1.0244,1.8498,-1.4057,-14.592,486.51
30,30,158,58,1.0244,1.0509,-1.5726,-14.063,490.17
31,31,158,58,1.0244,0.21938,-1.7596,-13.609,493.2
32,32,158,58,1.0244,-0.71503,-2.0106,-13.228,495.37
33,33,158,58,1.0244,-1.7668,-2.3658,-12.868,496.93
34,34,158,58,1.0244,-2.8581,-2.7804,-12.459,498.6
35,35,158,58,1.0244,-3.8884,-3.145,-11.983,501.38
36,36,158,58,1.0244,-4.8457,-3.4245,-11.512,506.28
37,37,158,58,1.0244,-5.7597,-3.6561,-11.166,513.94
38,38,158,58,1.0244,-6.6437,-3.8018,-10.932,524.28
39,39,158,58,1.0244,-7.5194,-3.6899,-10.575,536.49
40,40,158,58,1.0244,-8.432,-3.3312,-10.018,549.26
41,41,158,58,1.0244,-9.3969,-3.0507,-9.6476,561.28
42,42,158,58,1.0244,-10.36,-3.0986,-9.816,571.55
43,43,158,58,1.0244,-11.231,-3.2291,-10.349,579.6
44,44,158,58,1.0244,-11.954,-3.0478,-10.897,585.36
45,45,158,58,1.0244,-12.565,-2.5305,-11.392,588.99
46,46,158,58,1.0244,-13.092,-1.8156,-11.953,590.59
47,47,158,58,1.0244,-13.512,-0.96824,-12.601,589.98
48,48,158,58,1.0244,-13.818,0.011008,-13.327,586.45
49,49,158,58,1.0244,-14.076,1.0751,-14.184,578.64
50,50,158,58,1.0244,-14.361,2.1544,-15.205,564.52
51,51,158,58,1.0244,-14.62,3.2267,-16.393,541.51
52,52,158,58,1.0244,-14.688,4.3614,-17.732,507.02
53,53,158,58,1.0244,-14.455,5.7137,-19.257,459.39
54,54,158,58,1.0244,-14.036,7.407,-21.021,398.96
55,55,158,58,1.0244,-13.635,9.4446,-23.112,329.06
56,56,158,58,1.0244,-13.333,11.745,-25.726,256.25
57,57,158,58,1.0244,-13.01,14.241,-29.029,189.32
58,58,158,58,1.0244,-12.468,17.009,-32.96,136.73
59,59,158,58,1.0244,-11.601,20.127,-36.94,103.26
60,60,158,58,1.0244,-10.352,23.645,-40.31,87.661
61,61,158,58,1.0244,-8.6708,27.549,-42.853,0
62,62,158,58,1.0244,-6.5766,31.689,-44.937,0
63,63,158,58,1.0244,-4.2024,35.768,-46.856,0
64,64,158,58,1.0244,-1.7928,39.545,-48.156,0
65,65,158,58,1.0244,0.51513,42.961,-47.782,0
66,66,158,58,1.0244,2.781,46.122,-45.493,0
67,67,158,58,1.0244,5.1317,49.038,-42.25,0
68,68,158,58,1.0244,7.5589,51.519,-39.339,0
69,69,158,58,1.0244,9.9006,53.4,-36.962,0
70,70,158,58,1.0244,12.018,54.745,-34.223,0
71,71,158,58,1.0244,13.946,55.827,-30.707,0
72,72,158,58,1.0244,15.737,56.539,-27.194,0
73,73,158,58,1.0244,17.38,56.507,-24.576,0
74,74,158,58,1.0244,18.856,55.691,-22.745,0
75,75,158,58,1.0244,20.235,54.452,-21.019,0
76,76,158,58,1.0244,21.631,53.073,-19.174,0
77,77,158,58,1.0244,23.054,51.383,-17.663,0
78,78,158,58,1.0244,24.422,49.19,-16.861,0
79,79,158,58,1.0244,25.652,46.516,-16.605,0
80,80,158,58,1.0244,26.694,43.477,-16.478,0
81,81,158,58,1.0244,27.538,40.077,-16.425,0
82,82,158,58,1.0244,28.192,36.216,-16.721,0
83,83,158,58,1.0244,28.727,32.062,-17.241,0
84,84,158,58,1.0244,29.167,28.003,-17.536,0
85,85,158,58,1.0244,29.454,24.269,-17.606,0
86,86,158,58,1.0244,29.538,20.632,-17.98,0
87,87,158,58,1.0244,29.483,16.789,-19.003,0
88,88,158,58,1.0244,29.421,12.961,-20.291,0
89,89,158,58,1.0244,29.399,9.6526,-21.037,0
90,90,158,58,1.0244,29.396,6.8824,-20.938,0
91,91,158,58,1.0244,29.417,4.3493,-20.445,0
92,92,158,58,1.0244,29.459,1.9148,-20.237,0
93,93,158,58,1.0244,29.464,-0.23192,-20.514,0
94,94,158,58,1.0244,29.42,-1.7681,-20.975,0
95,95,158,58,1.0244,29.407,-2.5801,-21.278,0
96,96,158,58,1.0244,29.45,-2.6844,-21.314,0
97,97,158,58,1.0244,29.441,-2.2293,-21.043,0
98,98,158,58,1.0244,29.277,-1.2719,-20.47,0
99,99,158,58,1.0244,28.981,0.0026001,-20.095,0
100,100,158,58,1.0244,28.649,1.0535,-20.75,0
0,0,158,58,0.79325,27.758,-1.998,-23.982,105.12
1,1,158,58,0.79325,27.258,-2.177,-25.155,129.43
2,2,158,58,0.79325,26.596,-3.4082,-26.881,161.88
3,3,158,58,0.79325,25.859,-4.156,-28.321,200.34
4,4,158,58,0.79325,25.157,-3.7319,-29.255,240.81
5,5,158,58,0.79325,24.444,-3.0684,-29.686,278.61
6,6,158,58,0.79325,23.626,-2.8332,-29.767,310.91
7,7,158,58,0.79325,22.694,-2.8727,-29.648,337.73
8,8,158,58,0.79325,21.655,-2.9773,-29.149,361.16
9,9,158,58,0.79325,20.518,-3.0322,-28.179,383.92
10,10,158,58,0.79325,19.32,-2.9932,-27.033,408.31
11,11,158,58,0.79325,18.107,-3.0356,-26.023,435.49
12,12,158,58,0.79325,16.941,-3.3904,-25.316,465.01
13,13,158,58,0.79325,15.897,-4.0043,-24.924,494.69
14,14,158,58,0.79325,15.043,-4.5489,-24.596,521.12
15,15,158,58,0.79325,14.366,-4.7883,-24.073,540.95
16,16,158,58,0.79325,13.735,-4.7937,-23.38,552.39
17,17,158,58,0.79325,13.019,-4.7637,-22.662,556.13
18,18,158,58,0.79325,12.132,-4.9281,-22.065,554.81
19,19,158,58,0.79325,11.018,-5.4436,-21.681,551.59
20,20,158,58,0.79325,9.7923,-6.1209,-21.419,548.6
21,21,158,58,0.79325,8.7154,-6.591,-21.115,546.32
22,22,158,58,0.79325,7.8801,-6.8346,-20.79,543.99
23,23,158,58,0.79325,7.1859,-6.954,-20.461,540.57
24,24,158,58,0.79325,6.5351,-6.7509,-19.937,535.74
25,25,158,58,0.79325,5.8757,-6.2478,-19.208,530.19
26,26,158,58,0.79325,5.188,-5.8753,-18.496,525.11
27,27,158,58,0.79325,4.4691,-5.7796,-17.84,521.57
28,28,158,58,0.79325,3.7072,-5.7402,-17.146,519.94
29,29,158,58,0.79325,2.8935,-5.7034,-16.448,519.83
30,30,158,58,0.79325,2.0471,-5.7983,-15.902,520.46
31,31,158,58,0.79325,1.1989,-5.9879,-15.585,521.21
32,32,158,58,0.79325,0.36139,-6.0956,-15.292,521.91
33,33,158,58,0.79325,-0.45101,-6.0793,-14.877,522.78
34,34,158,58,0.79325,-1.1987,-6.0119,-14.456,524.18
35,35,158,58,0.79325,-1.9313,-5.9469,-13.963,526.36
36,36,158,58,0.79325,-2.7934,-5.9741,-13.375,529.35
37,37,158,58,0.79325,-3.7542,-6.1104,-12.963,532.97
38,38,158,58,0.79325,-4.6162,-6.1651,-12.786,536.93
39,39,158,58,0.79325,-5.3302,-5.9613,-12.664,541.02
40,40,158,58,0.79325,-5.9889,-5.5487,-12.519,545.13
41,41,158,58,0.79325,-6.657,-5.092,-12.341,549.21
42,42,158,58,0.79325,-7.3607,-4.7094,-12.142,553.15
43,43,158,58,0.79325,-8.0676,-4.4944,-12.116,556.8
44,44,158,58,0.79325,-8.6887,-4.3594,-12.38,559.89
45,45,158,58,0.79325,-9.1934,-4.0034,-12.655,562.16
46,46,158,58,0.79325,-9.6569,-3.4164,-12.836,563.33
47,47,158,58,0.79325,-10.157,-2.7765,-13.06,563.1
48,48,158,58,0.79325,-10.679,-2.1106,-13.367,561.01
49,49,158,58,0.79325,-11.212,-1.4664,-13.912,556.32
50,50,158,58,0.79325,-11.818,-0.94733,-14.873,547.87
51,51,158,58,0.79325,-12.474,-0.45433,-16.063,534.18
52,52,158,58,0.79325,-13.002,0.23171,-17.182,513.75
53,53,158,58,0.79325,-13.285,1.1651,-18.297,485.49
54,54,158,58,0.79325,-13.433,2.2832,-19.596,448.93
55,55,158,58,0.79325,-13.609,3.5868,-21.149,403.97
56,56,158,58,0.79325,-13.802,5.1875,-22.956,350.69
57,57,158,58,0.79325,-13.911,7.139,-24.933,289.95
58,58,158,58,0.79325,-13.836,9.4073,-27.049,224.8
59,59,158,58,0.79325,-13.372,12.038,-29.623,161.64
60,60,158,58,0.79325,-12.421,15.058,-32.943,109.12
61,61,158,58,0.79325,-11.123,18.375,-36.662,0
62,62,158,58,0.79325,-9.5971,21.949,-40.01,0
63,63,158,58,0.79325,-7.7851,25.847,-42.48,0
64,64,158,58,0.79325,-5.5962,29.994,-44.387,0
65,65,158,58,0.79325,-3.0761,34.101,-46.339,0
66,66,158,58,0.79325,-0.37371,38.039,-47.84,0
67,67,158,58,0.79325,2.366,41.934,-47.266,0
68,68,158,58,0.79325,4.9642,45.561,-44.179,0
69,69,158,58,0.79325,7.2713,48.384,-40.321,0
70,70,158,58,0.79325,9.3424,50.38,-36.967,0
71,71,158,58,0.79325,11.318,51.914,-33.566,0
72,72,158,58,0.79325,13.157,52.874,-29.812,0
73,73,158,58,0.79325,14.745,52.828,-26.373,0
74,74,158,58,0.79325,16.194,51.873,-23.587,0
75,75,158,58,0.79325,17.692,50.514,-21.381,0
76,76,158,58,0.79325,19.233,48.811,-19.708,0
77,77,158,58,0.79325,20.742,46.532,-18.389,0
78,78,158,58,0.79325,22.167,43.74,-17.297,0
79,79,158,58,0.79325,23.439,40.56,-16.599,0
80,80,158,58,0.79325,24.52,36.995,-16.341,0
81,81,158,58,0.79325,25.416,33.226,-16.183,0
82,82,158,58,0.79325,26.144,29.472,-16.082,0
83,83,158,58,0.79325,26.763,25.679,-16.495,0
84,84,158,58,0.79325,27.318,21.755,-17.457,0
85,85,158,58,0.79325,27.759,17.778,-18.412,0
86,86,158,58,0.79325,28.085,13.843,-19.02,0
87,87,158,58,0.79325,28.342,9.9512,-19.437,0
88,88,158,58,0.79325,28.433,6.0408,-19.88,0
89,89,158,58,0.79325,28.324,2.2694,-20.46,0
90,90,158,58,0.79325,28.228,-1.0111,-21.309,0
91,91,158,58,0.79325,28.295,-3.6197,-22.528,0
92,92,158,58,0.79325,28.513,-5.575,-23.867,0
93,93,158,58,0.79325,28.851,-6.9302,-24.81,0
94,94,158,58,0.79325,29.261,-7.6394,-25.124,0
95,95,158,58,0.79325,29.675,-7.5561,-25.008,0
96,96,158,58,0.79325,30.071,-6.6911,-24.764,0
97,97,158,58,0.79325,30.391,-5.384,-24.544,0
98,98,158,58,0.79325,30.502,-4.0805,-24.382,0
99,99,158,58,0.79325,30.328,-2.8514,-24.242,0
100,100,158,58,0.79325,29.9,-1.4363,-24.141,0
0,0,180,74,2.0156,42.319,11.96,-15.716,106.44
1,1,180,74,2.0156,41.76,12.95,-17.703,362.84
2,2,180,74,2.0156,41.301,13.532,-20.508,583.57
3,3,180,74,2.0156,41.188,14.467,-22.969,742.27
4,4,180,74,2.0156,41.477,16.594,-24.213,831.52
5,5,180,74,2.0156,41.947,19.994,-24.268,862.15
6,6,180,74,2.0156,42.225,23.777,-23.831,856.21
7,7,180,74,2.0156,42.059,26.847,-23.535,837.54
8,8,180,74,2.0156,41.484,28.761,-23.416,823.85
9,9,180,74,2.0156,40.703,29.75,-23,822.82
10,10,180,74,2.0156,39.817,30.195,-21.907,832.57
11,11,180,74,2.0156,38.771,30.262,-20.325,845.11
12,12,180,74,2.0156,37.54,29.966,-18.818,850.89
13,13,180,74,2.0156,36.237,29.429,-17.71,842.34
14,14,180,74,2.0156,35,28.935,-16.964,815.91
15,15,180,74,2.0156,33.822,28.628,-16.411,772.34
16,16,180,74,2.0156,32.533,28.352,-15.939,715.64
17,17,180,74,2.0156,30.931,27.838,-15.498,651.53
18,18,180,74,2.0156,28.939,26.936,-15.029,585.82
19,19,180,74,2.0156,26.657,25.695,-14.464,523.25
20,20,180,74,2.0156,24.291,24.304,-13.769,466.87
21,21,180,74,2.0156,22.021,22.943,-12.997,418.07
22,22,180,74,2.0156,19.892,21.653,-12.283,376.95
23,23,180,74,2.0156,17.827,20.362,-11.741,342.9
24,24,180,74,2.0156,15.711,18.989,-11.385,315.12
25,25,180,74,2.0156,13.482,17.517,-11.129,292.99
26,26,180,74,2.0156,11.166,16,-10.855,276.34
27,27,180,74,2.0156,8.846,14.511,-10.498,265.48
28,28,180,74,2.0156,6.5947,13.08,-10.09,261.2
29,29,180,74,2.0156,4.4472,11.697,-9.7271,264.56
30,30,180,74,2.0156,2.4141,10.348,-9.4841,276.77
31,31,180,74,2.0156,0.51256,9.0605,-9.3475,298.9
32,32,180,74,2.0156,-1.233,7.8983,-9.2088,331.65
33,33,180,74,2.0156,-2.7925,6.9515,-8.9346,375.08
34,34,180,74,2.0156,-4.1557,6.3056,-8.4313,428.5
35,35,180,74,2.0156,-5.3425,6.0016,-7.6982,490.35
36,36,180,74,2.0156,-6.3939,5.9897,-6.8476,558.28
37,37,180,74,2.0156,-7.3508,6.1176,-6.0731,629.34
38,38,180,74,2.0156,-8.2347,6.206,-5.5566,700.34
39,39,180,74,2.0156,-9.0409,6.1802,-5.367,768.23
40,40,180,74,2.0156,-9.7563,6.1221,-5.4348,830.49
41,41,180,74,2.0156,-10.392,6.1768,-5.647,885.26
42,42,180,74,2.0156,-10.998,6.3978,-5.9786,931.38
43,43,180,74,2.0156,-11.623,6.7621,-6.5042,968.04
44,44,180,74,2.0156,-12.283,7.2689,-7.2779,994.39
